date,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,month,quarter,weekofyear,is_weekend,usage_cpu_lag1,usage_cpu_lag7,users_active_lag1,users_active_lag7,usage_cpu_roll7,users_active_roll7,region_North Europe,region_Southeast Asia,region_West US,resource_type_Storage,resource_type_VM
2023-01-11,97,1562,369,114.66,0.98,0,1,1,2,False,77.0,98.0,245.0,453.0,82.71428571428571,357.57142857142856,False,False,False,False,True
2023-01-11,56,535,372,114.66,0.98,0,1,1,2,False,97.0,97.0,369.0,334.0,76.85714285714286,363.0,False,False,False,False,False
2023-01-11,75,1420,212,114.66,0.98,0,1,1,2,False,56.0,82.0,372.0,476.0,75.85714285714286,325.2857142857143,False,False,False,True,False
2023-01-12,93,504,302,100.68,0.86,0,1,1,2,False,75.0,85.0,212.0,267.0,77.0,330.2857142857143,False,False,False,False,False
2023-01-12,82,763,252,100.68,0.86,0,1,1,2,False,93.0,86.0,302.0,380.0,76.42857142857143,312.0,False,False,False,True,False
2023-01-12,92,943,300,100.68,0.86,0,1,1,2,False,82.0,55.0,252.0,432.0,81.71428571428571,293.14285714285717,False,False,False,False,True
2023-01-13,71,1360,446,94.56,1.01,0,1,1,2,False,92.0,77.0,300.0,245.0,80.85714285714286,321.85714285714283,False,False,False,False,False
2023-01-13,88,1203,268,94.56,1.01,0,1,1,2,False,71.0,97.0,446.0,369.0,79.57142857142857,307.42857142857144,False,False,False,True,False
2023-01-13,50,1795,388,94.56,1.01,0,1,1,2,False,88.0,56.0,268.0,372.0,78.71428571428571,309.7142857142857,False,False,False,False,True
2023-01-14,65,1291,446,88.49,1.04,1,1,1,2,True,50.0,75.0,388.0,212.0,77.28571428571429,343.14285714285717,False,False,False,False,False
2023-01-14,81,1268,203,88.49,1.04,1,1,1,2,True,65.0,93.0,446.0,302.0,75.57142857142857,329.0,False,False,False,True,False
2023-01-14,80,1261,346,88.49,1.04,1,1,1,2,True,81.0,82.0,203.0,252.0,75.28571428571429,342.42857142857144,False,False,False,False,True
2023-01-15,83,614,304,93.99,0.97,1,1,1,2,True,80.0,92.0,346.0,300.0,74.0,343.0,False,False,False,False,False
2023-01-15,78,1469,289,93.99,0.97,1,1,1,2,True,83.0,71.0,304.0,446.0,75.0,320.57142857142856,False,False,False,True,False
2023-01-15,66,589,463,93.99,0.97,1,1,1,2,True,78.0,88.0,289.0,268.0,71.85714285714286,348.42857142857144,False,False,False,False,True
2023-01-16,97,1228,386,93.98,1.19,0,1,1,3,False,66.0,50.0,463.0,388.0,78.57142857142857,348.14285714285717,False,False,False,False,False
2023-01-16,66,561,283,93.98,1.19,0,1,1,3,False,97.0,65.0,386.0,446.0,78.71428571428571,324.85714285714283,False,False,False,True,False
2023-01-16,84,1372,485,93.98,1.19,0,1,1,3,False,66.0,81.0,283.0,203.0,79.14285714285714,365.14285714285717,False,False,False,False,True
2023-01-17,96,1087,208,99.87,0.89,0,1,1,3,False,84.0,80.0,485.0,346.0,81.42857142857143,345.42857142857144,False,False,False,False,False
2023-01-17,78,734,345,99.87,0.89,0,1,1,3,False,96.0,83.0,208.0,304.0,80.71428571428571,351.2857142857143,False,False,False,True,False
2023-01-17,54,1686,414,99.87,0.89,0,1,1,3,False,78.0,78.0,345.0,289.0,77.28571428571429,369.14285714285717,False,False,False,False,True
2023-01-18,88,590,401,108.23,0.88,0,1,1,3,False,54.0,66.0,414.0,463.0,80.42857142857143,360.2857142857143,False,False,False,False,True
2023-01-18,52,672,340,108.23,0.88,0,1,1,3,False,88.0,97.0,401.0,386.0,74.0,353.7142857142857,False,False,False,False,False
2023-01-18,75,538,325,108.23,0.88,0,1,1,3,False,52.0,66.0,340.0,283.0,75.28571428571429,359.7142857142857,False,False,False,True,False
2023-01-19,64,1938,200,102.09,0.8,0,1,1,3,False,75.0,84.0,325.0,485.0,72.42857142857143,319.0,False,False,False,False,False
2023-01-19,90,1828,213,102.09,0.8,0,1,1,3,False,64.0,96.0,200.0,208.0,71.57142857142857,319.7142857142857,False,False,False,True,False
2023-01-19,69,1964,246,102.09,0.8,0,1,1,3,False,90.0,78.0,213.0,345.0,70.28571428571429,305.57142857142856,False,False,False,False,True
2023-01-20,78,1408,245,86.72,1.02,0,1,1,3,False,69.0,54.0,246.0,414.0,73.71428571428571,281.42857142857144,False,False,False,False,True
2023-01-20,54,949,209,86.72,1.02,0,1,1,3,False,78.0,88.0,245.0,401.0,68.85714285714286,254.0,False,False,False,False,False
2023-01-20,84,1776,281,86.72,1.02,0,1,1,3,False,54.0,52.0,209.0,340.0,73.42857142857143,245.57142857142858,False,False,False,True,False
2023-01-21,87,1270,222,107.38,1.02,1,1,1,3,True,84.0,75.0,281.0,325.0,75.14285714285714,230.85714285714286,False,False,False,False,True
2023-01-21,59,582,344,107.38,1.02,1,1,1,3,True,87.0,64.0,222.0,200.0,74.42857142857143,251.42857142857142,False,False,False,False,False
2023-01-21,86,1176,401,107.38,1.02,1,1,1,3,True,59.0,90.0,344.0,213.0,73.85714285714286,278.2857142857143,False,False,False,True,False
2023-01-22,86,1352,265,98.84,0.97,1,1,1,3,True,86.0,69.0,401.0,246.0,76.28571428571429,281.0,False,False,False,False,False
2023-01-22,96,1418,406,98.84,0.97,1,1,1,3,True,86.0,78.0,265.0,245.0,78.85714285714286,304.0,False,False,False,True,False
2023-01-22,66,1123,454,98.84,0.97,1,1,1,3,True,96.0,54.0,406.0,209.0,80.57142857142857,339.0,False,False,False,False,True
2023-01-23,60,610,448,85.21,0.93,0,1,1,4,False,66.0,84.0,454.0,281.0,77.14285714285714,362.85714285714283,False,False,False,False,False
2023-01-23,83,552,404,85.21,0.93,0,1,1,4,False,60.0,87.0,448.0,222.0,76.57142857142857,388.85714285714283,False,False,False,False,True
2023-01-23,92,542,439,85.21,0.93,0,1,1,4,False,83.0,59.0,404.0,344.0,81.28571428571429,402.42857142857144,False,False,False,True,False
2023-01-24,94,1596,481,95.39,1.11,0,1,1,4,False,92.0,86.0,439.0,401.0,82.42857142857143,413.85714285714283,False,False,False,False,False
2023-01-24,98,1601,417,95.39,1.11,0,1,1,4,False,94.0,86.0,481.0,265.0,84.14285714285714,435.57142857142856,False,False,False,True,False
2023-01-24,75,1569,233,95.39,1.11,0,1,1,4,False,98.0,96.0,417.0,406.0,81.14285714285714,410.85714285714283,False,False,False,False,True
2023-01-25,52,1418,437,103.44,0.82,0,1,1,4,False,75.0,66.0,233.0,454.0,79.14285714285714,408.42857142857144,False,False,False,True,False
2023-01-25,92,1797,493,103.44,0.82,0,1,1,4,False,52.0,60.0,437.0,448.0,83.71428571428571,414.85714285714283,False,False,False,False,False
2023-01-25,63,1198,206,103.44,0.82,0,1,1,4,False,92.0,83.0,493.0,404.0,80.85714285714286,386.57142857142856,False,False,False,False,True
2023-01-26,68,924,300,103.24,0.96,0,1,1,4,False,63.0,92.0,206.0,439.0,77.42857142857143,366.7142857142857,False,False,False,False,False
2023-01-26,57,1892,435,103.24,0.96,0,1,1,4,False,68.0,94.0,300.0,481.0,72.14285714285714,360.14285714285717,False,False,False,True,False
2023-01-26,71,533,310,103.24,0.96,0,1,1,4,False,57.0,98.0,435.0,417.0,68.28571428571429,344.85714285714283,False,False,False,False,True
2023-01-27,98,1003,261,93.23,1.06,0,1,1,4,False,71.0,75.0,310.0,233.0,71.57142857142857,348.85714285714283,False,False,False,False,False
2023-01-27,60,503,333,93.23,1.06,0,1,1,4,False,98.0,52.0,261.0,437.0,72.71428571428571,334.0,False,False,False,True,False
2023-01-27,51,967,419,93.23,1.06,0,1,1,4,False,60.0,92.0,333.0,493.0,66.85714285714286,323.42857142857144,False,False,False,False,True
2023-01-28,89,820,300,110.31,1.09,1,1,1,4,True,51.0,63.0,419.0,206.0,70.57142857142857,336.85714285714283,False,False,False,False,False
2023-01-28,93,1397,212,110.31,1.09,1,1,1,4,True,89.0,68.0,300.0,300.0,74.14285714285714,324.2857142857143,False,False,False,True,False
2023-01-28,59,760,337,110.31,1.09,1,1,1,4,True,93.0,57.0,212.0,435.0,74.42857142857143,310.2857142857143,False,False,False,False,True
2023-01-29,74,1565,288,91.61,0.97,1,1,1,4,True,59.0,71.0,337.0,310.0,74.85714285714286,307.14285714285717,False,False,False,False,False
2023-01-29,75,1073,331,91.61,0.97,1,1,1,4,True,74.0,98.0,288.0,261.0,71.57142857142857,317.14285714285717,False,False,False,True,False
2023-01-29,68,1902,277,91.61,0.97,1,1,1,4,True,75.0,60.0,331.0,333.0,72.71428571428571,309.14285714285717,False,False,False,False,True
2023-01-30,76,919,356,103.31,1.1,0,1,1,5,False,68.0,51.0,277.0,419.0,76.28571428571429,300.14285714285717,False,False,False,False,True
2023-01-30,87,1964,296,103.31,1.1,0,1,1,5,False,76.0,89.0,356.0,300.0,76.0,299.57142857142856,False,False,False,True,False
2023-01-30,86,1934,488,103.31,1.1,0,1,1,5,False,87.0,93.0,296.0,212.0,75.0,339.0,False,False,False,False,False
2023-01-31,59,1371,237,95.21,0.98,0,1,1,5,False,86.0,59.0,488.0,337.0,75.0,324.7142857142857,False,False,False,False,False
2023-01-31,92,1806,268,95.21,0.98,0,1,1,5,False,59.0,74.0,237.0,288.0,77.57142857142857,321.85714285714283,False,False,False,False,True
2023-01-31,69,510,453,95.21,0.98,0,1,1,5,False,92.0,75.0,268.0,331.0,76.71428571428571,339.2857142857143,False,False,False,True,False
2023-02-01,95,1928,309,88.94,0.88,0,2,1,5,False,69.0,68.0,453.0,277.0,80.57142857142857,343.85714285714283,False,False,False,False,False
2023-02-01,78,1985,495,88.94,0.88,0,2,1,5,False,95.0,76.0,309.0,356.0,80.85714285714286,363.7142857142857,False,False,False,False,True
2023-02-01,90,1278,456,88.94,0.88,0,2,1,5,False,78.0,87.0,495.0,296.0,81.28571428571429,386.57142857142856,False,False,False,True,False
2023-02-02,56,1348,283,108.13,1.14,0,2,1,5,False,90.0,86.0,456.0,488.0,77.0,357.2857142857143,False,False,False,False,False
2023-02-02,75,655,248,108.13,1.14,0,2,1,5,False,56.0,59.0,283.0,237.0,79.28571428571429,358.85714285714283,False,False,False,True,False
2023-02-02,78,562,349,108.13,1.14,0,2,1,5,False,75.0,92.0,248.0,268.0,77.28571428571429,370.42857142857144,False,False,False,False,True
2023-02-03,50,1787,254,99.28,1.1,0,2,1,5,False,78.0,69.0,349.0,453.0,74.57142857142857,342.0,False,False,False,False,False
2023-02-03,79,1446,331,99.28,1.1,0,2,1,5,False,50.0,95.0,254.0,309.0,72.28571428571429,345.14285714285717,False,False,False,True,False
2023-02-03,77,1636,313,99.28,1.1,0,2,1,5,False,79.0,78.0,331.0,495.0,72.14285714285714,319.14285714285717,False,False,False,False,True
2023-02-04,70,1409,422,103.62,0.94,1,2,1,5,True,77.0,90.0,313.0,456.0,69.28571428571429,314.2857142857143,False,False,False,False,False
2023-02-04,95,990,364,103.62,0.94,1,2,1,5,True,70.0,56.0,422.0,283.0,74.85714285714286,325.85714285714283,False,False,False,True,False
2023-02-04,63,1811,319,103.62,0.94,1,2,1,5,True,95.0,75.0,364.0,248.0,73.14285714285714,336.0,False,False,False,False,True
2023-02-05,95,627,423,103.61,1.15,1,2,1,5,True,63.0,78.0,319.0,349.0,75.57142857142857,346.57142857142856,False,False,False,False,False
2023-02-05,66,1213,357,103.61,1.15,1,2,1,5,True,95.0,50.0,423.0,254.0,77.85714285714286,361.2857142857143,False,False,False,True,False
2023-02-05,93,1353,479,103.61,1.15,1,2,1,5,True,66.0,79.0,357.0,331.0,79.85714285714286,382.42857142857144,False,False,False,False,True
2023-02-06,72,841,226,99.64,1.16,0,2,1,6,False,93.0,77.0,479.0,313.0,79.14285714285714,370.0,False,False,False,False,False
2023-02-06,86,1676,275,99.64,1.16,0,2,1,6,False,72.0,70.0,226.0,422.0,81.42857142857143,349.0,False,False,False,True,False
2023-02-06,87,533,216,99.64,1.16,0,2,1,6,False,86.0,95.0,275.0,364.0,80.28571428571429,327.85714285714283,False,False,False,False,True
2023-02-07,71,568,488,73.8,1.08,0,2,1,6,False,87.0,63.0,216.0,319.0,81.42857142857143,352.0,False,False,False,False,False
2023-02-07,96,1163,445,73.8,1.08,0,2,1,6,False,71.0,95.0,488.0,423.0,81.57142857142857,355.14285714285717,False,False,False,True,False
2023-02-07,89,1750,297,73.8,1.08,0,2,1,6,False,96.0,66.0,445.0,357.0,84.85714285714286,346.57142857142856,False,False,False,False,True
2023-02-08,86,1567,216,100.87,0.97,0,2,1,6,False,89.0,93.0,297.0,479.0,83.85714285714286,309.0,False,False,False,False,True
2023-02-08,59,511,279,100.87,0.97,0,2,1,6,False,86.0,72.0,216.0,226.0,82.0,316.57142857142856,False,False,False,True,False
2023-02-08,73,838,463,100.87,0.97,0,2,1,6,False,59.0,86.0,279.0,275.0,80.14285714285714,343.42857142857144,False,False,False,False,False
2023-02-09,79,871,302,100.92,0.8,0,2,1,6,False,73.0,87.0,463.0,216.0,79.0,355.7142857142857,False,False,False,False,False
2023-02-09,78,1093,422,100.92,0.8,0,2,1,6,False,79.0,71.0,302.0,488.0,80.0,346.2857142857143,False,False,False,True,False
2023-02-09,57,1326,414,100.92,0.8,0,2,1,6,False,78.0,96.0,422.0,445.0,74.42857142857143,341.85714285714283,False,False,False,False,True
2023-02-10,81,1562,228,97.8,1.04,0,2,1,6,False,57.0,89.0,414.0,297.0,73.28571428571429,332.0,False,False,False,False,False
2023-02-10,91,1045,450,97.8,1.04,0,2,1,6,False,81.0,86.0,228.0,216.0,74.0,365.42857142857144,False,False,False,False,True
2023-02-10,62,1664,473,97.8,1.04,0,2,1,6,False,91.0,59.0,450.0,279.0,74.42857142857143,393.14285714285717,False,False,False,True,False
2023-02-11,56,1063,459,114.78,0.95,1,2,1,6,True,62.0,73.0,473.0,463.0,72.0,392.57142857142856,False,False,False,False,False
2023-02-11,62,725,352,114.78,0.95,1,2,1,6,True,56.0,79.0,459.0,302.0,69.57142857142857,399.7142857142857,False,False,False,True,False
2023-02-11,88,1963,210,114.78,0.95,1,2,1,6,True,62.0,78.0,352.0,422.0,71.0,369.42857142857144,False,False,False,False,True
2023-02-12,96,1612,267,91.92,0.95,1,2,1,6,True,88.0,57.0,210.0,414.0,76.57142857142857,348.42857142857144,False,False,False,False,False
2023-02-12,84,1280,319,91.92,0.95,1,2,1,6,True,96.0,81.0,267.0,228.0,77.0,361.42857142857144,False,False,False,True,False
2023-02-12,73,502,359,91.92,0.95,1,2,1,6,True,84.0,91.0,319.0,450.0,74.42857142857143,348.42857142857144,False,False,False,False,True
2023-02-13,99,1563,423,109.15,1.03,0,2,1,7,False,73.0,62.0,359.0,473.0,79.71428571428571,341.2857142857143,False,False,False,False,False
2023-02-13,54,1472,280,109.15,1.03,0,2,1,7,False,99.0,56.0,423.0,459.0,79.42857142857143,315.7142857142857,False,False,False,True,False
2023-02-13,97,1472,483,109.15,1.03,0,2,1,7,False,54.0,62.0,280.0,352.0,84.42857142857143,334.42857142857144,False,False,False,False,True
2023-02-14,92,1960,357,94.7,1.05,0,2,1,7,False,97.0,88.0,483.0,210.0,85.0,355.42857142857144,False,False,False,False,False
2023-02-14,80,1034,359,94.7,1.05,0,2,1,7,False,92.0,96.0,357.0,267.0,82.71428571428571,368.57142857142856,False,False,False,True,False
2023-02-14,94,1325,448,94.7,1.05,0,2,1,7,False,80.0,84.0,359.0,319.0,84.14285714285714,387.0,False,False,False,False,True
2023-02-15,53,1230,391,100.97,1.1,0,2,1,7,False,94.0,73.0,448.0,359.0,81.28571428571429,391.57142857142856,False,False,False,False,False
2023-02-15,69,983,441,100.97,1.1,0,2,1,7,False,53.0,99.0,391.0,423.0,77.0,394.14285714285717,False,False,False,True,False
2023-02-15,78,777,395,100.97,1.1,0,2,1,7,False,69.0,54.0,441.0,280.0,80.42857142857143,410.57142857142856,False,False,False,False,True
2023-02-16,78,656,274,92.98,0.97,0,2,1,7,False,78.0,97.0,395.0,483.0,77.71428571428571,380.7142857142857,False,False,False,False,False
2023-02-16,62,538,470,92.98,0.97,0,2,1,7,False,78.0,92.0,274.0,357.0,73.42857142857143,396.85714285714283,False,False,False,True,False
2023-02-16,78,1015,298,92.98,0.97,0,2,1,7,False,62.0,80.0,470.0,359.0,73.14285714285714,388.14285714285717,False,False,False,False,True
2023-02-17,64,1550,373,96.08,0.85,0,2,1,7,False,78.0,94.0,298.0,448.0,68.85714285714286,377.42857142857144,False,False,False,False,False
2023-02-17,78,1832,207,96.08,0.85,0,2,1,7,False,64.0,53.0,373.0,391.0,72.42857142857143,351.14285714285717,False,False,False,True,False
2023-02-17,76,1583,344,96.08,0.85,0,2,1,7,False,78.0,69.0,207.0,441.0,73.42857142857143,337.2857142857143,False,False,False,False,True
2023-02-18,82,601,466,102.96,1.03,1,2,1,7,True,76.0,78.0,344.0,395.0,74.0,347.42857142857144,False,False,False,False,False
2023-02-18,87,510,416,102.96,1.03,1,2,1,7,True,82.0,78.0,466.0,274.0,75.28571428571429,367.7142857142857,False,False,False,True,False
2023-02-18,67,1843,294,102.96,1.03,1,2,1,7,True,87.0,62.0,416.0,470.0,76.0,342.57142857142856,False,False,False,False,True
2023-02-19,95,621,342,100.05,0.98,1,2,1,7,True,67.0,78.0,294.0,298.0,78.42857142857143,348.85714285714283,False,False,False,False,True
2023-02-19,83,605,322,100.05,0.98,1,2,1,7,True,95.0,64.0,342.0,373.0,81.14285714285714,341.57142857142856,False,False,False,True,False
2023-02-19,55,508,461,100.05,0.98,1,2,1,7,True,83.0,78.0,322.0,207.0,77.85714285714286,377.85714285714283,False,False,False,False,False
2023-02-20,68,1249,372,85.85,0.96,0,2,1,8,False,55.0,76.0,461.0,344.0,76.71428571428571,381.85714285714283,False,False,False,False,False
2023-02-20,94,1766,321,85.85,0.96,0,2,1,8,False,68.0,82.0,372.0,466.0,78.42857142857143,361.14285714285717,False,False,False,True,False
2023-02-20,72,1408,224,85.85,0.96,0,2,1,8,False,94.0,87.0,321.0,416.0,76.28571428571429,333.7142857142857,False,False,False,False,True
2023-02-21,90,919,449,96.57,0.92,0,2,1,8,False,72.0,67.0,224.0,294.0,79.57142857142857,355.85714285714283,False,False,False,False,False
2023-02-21,77,1887,219,96.57,0.92,0,2,1,8,False,90.0,95.0,449.0,342.0,77.0,338.2857142857143,False,False,False,False,True
2023-02-21,73,1446,295,96.57,0.92,0,2,1,8,False,77.0,83.0,219.0,322.0,75.57142857142857,334.42857142857144,False,False,False,True,False
2023-02-22,88,1337,344,98.39,1.04,0,2,1,8,False,73.0,55.0,295.0,461.0,80.28571428571429,317.7142857142857,False,False,False,False,False
2023-02-22,74,1607,329,98.39,1.04,0,2,1,8,False,88.0,68.0,344.0,372.0,81.14285714285714,311.57142857142856,False,False,False,True,False
2023-02-22,96,513,430,98.39,1.04,0,2,1,8,False,74.0,94.0,329.0,321.0,81.42857142857143,327.14285714285717,False,False,False,False,True
2023-02-23,86,804,319,118.86,1.02,0,2,1,8,False,96.0,72.0,430.0,224.0,83.42857142857143,340.7142857142857,False,False,False,False,False
2023-02-23,92,1186,403,118.86,1.02,0,2,1,8,False,86.0,90.0,319.0,449.0,83.71428571428571,334.14285714285717,False,False,False,True,False
2023-02-23,69,1807,320,118.86,1.02,0,2,1,8,False,92.0,77.0,403.0,219.0,82.57142857142857,348.57142857142856,False,False,False,False,True
2023-02-24,99,1708,238,102.58,0.99,0,2,1,8,False,69.0,73.0,320.0,295.0,86.28571428571429,340.42857142857144,False,False,False,False,False
2023-02-24,92,625,416,102.58,0.99,0,2,1,8,False,99.0,88.0,238.0,344.0,86.85714285714286,350.7142857142857,False,False,False,True,False
2023-02-24,99,1739,450,102.58,0.99,0,2,1,8,False,92.0,74.0,416.0,329.0,90.42857142857143,368.0,False,False,False,False,True
2023-02-25,67,1668,225,80.81,1.0,1,2,1,8,True,99.0,96.0,450.0,430.0,86.28571428571429,338.7142857142857,False,False,False,False,True
2023-02-25,57,802,431,80.81,1.0,1,2,1,8,True,67.0,86.0,225.0,319.0,82.14285714285714,354.7142857142857,False,False,False,True,False
2023-02-25,98,1087,488,80.81,1.0,1,2,1,8,True,57.0,92.0,431.0,403.0,83.0,366.85714285714283,False,False,False,False,False
2023-02-26,73,1321,288,100.6,1.25,1,2,1,8,True,98.0,69.0,488.0,320.0,83.57142857142857,362.2857142857143,False,False,False,False,False
2023-02-26,68,1888,328,100.6,1.25,1,2,1,8,True,73.0,99.0,288.0,238.0,79.14285714285714,375.14285714285717,False,False,False,True,False
2023-02-26,62,1500,478,100.6,1.25,1,2,1,8,True,68.0,92.0,328.0,416.0,74.85714285714286,384.0,False,False,False,False,True
2023-02-27,64,1823,427,98.08,1.03,0,2,1,9,False,62.0,99.0,478.0,450.0,69.85714285714286,380.7142857142857,False,False,False,True,False
2023-02-27,64,542,220,98.08,1.03,0,2,1,9,False,64.0,67.0,427.0,225.0,69.42857142857143,380.0,False,False,False,False,False
2023-02-27,61,1656,492,98.08,1.03,0,2,1,9,False,64.0,57.0,220.0,431.0,70.0,388.7142857142857,False,False,False,False,True
2023-02-28,51,1088,331,99.65,0.88,0,2,1,9,False,61.0,98.0,492.0,488.0,63.285714285714285,366.2857142857143,False,False,False,False,True
2023-02-28,75,1868,462,99.65,0.88,0,2,1,9,False,51.0,73.0,331.0,288.0,63.57142857142857,391.14285714285717,False,False,False,True,False
2023-02-28,80,1631,273,99.65,0.88,0,2,1,9,False,75.0,68.0,462.0,328.0,65.28571428571429,383.2857142857143,False,False,False,False,False
2023-03-01,76,1816,267,111.43,1.08,0,3,1,9,False,80.0,62.0,273.0,478.0,67.28571428571429,353.14285714285717,False,False,False,False,False
2023-03-01,65,1572,353,111.43,1.08,0,3,1,9,False,76.0,64.0,267.0,427.0,67.42857142857143,342.57142857142856,False,False,False,True,False
2023-03-01,91,1083,351,111.43,1.08,0,3,1,9,False,65.0,64.0,353.0,220.0,71.28571428571429,361.2857142857143,False,False,False,False,True
2023-03-02,74,1269,490,107.91,0.91,0,3,1,9,False,91.0,61.0,351.0,492.0,73.14285714285714,361.0,False,False,False,False,False
2023-03-02,60,1149,277,107.91,0.91,0,3,1,9,False,74.0,51.0,490.0,331.0,74.42857142857143,353.2857142857143,False,False,False,False,True
2023-03-02,62,1008,453,107.91,0.91,0,3,1,9,False,60.0,75.0,277.0,462.0,72.57142857142857,352.0,False,False,False,True,False
2023-03-03,54,927,226,114.03,0.86,0,3,1,9,False,62.0,80.0,453.0,273.0,68.85714285714286,345.2857142857143,False,False,False,False,True
2023-03-03,87,566,499,114.03,0.86,0,3,1,9,False,54.0,76.0,226.0,267.0,70.42857142857143,378.42857142857144,False,False,False,False,False
2023-03-03,81,648,463,114.03,0.86,0,3,1,9,False,87.0,65.0,499.0,353.0,72.71428571428571,394.14285714285717,False,False,False,True,False
2023-03-04,77,1126,303,105.87,1.22,1,3,1,9,True,81.0,91.0,463.0,351.0,70.71428571428571,387.2857142857143,False,False,False,False,False
2023-03-04,65,736,478,105.87,1.22,1,3,1,9,True,77.0,74.0,303.0,490.0,69.42857142857143,385.57142857142856,False,False,False,True,False
2023-03-04,65,1479,202,105.87,1.22,1,3,1,9,True,65.0,60.0,478.0,277.0,70.14285714285714,374.85714285714283,False,False,False,False,True
2023-03-05,71,1839,300,90.09,0.94,1,3,1,9,True,65.0,62.0,202.0,453.0,71.42857142857143,353.0,False,False,False,False,False
2023-03-05,72,1719,461,90.09,0.94,1,3,1,9,True,71.0,54.0,300.0,226.0,74.0,386.57142857142856,False,False,False,False,True
2023-03-05,84,905,342,90.09,0.94,1,3,1,9,True,72.0,87.0,461.0,499.0,73.57142857142857,364.14285714285717,False,False,False,True,False
2023-03-06,82,663,294,101.0,0.95,0,3,1,10,False,84.0,81.0,342.0,463.0,73.71428571428571,340.0,False,False,False,False,False
2023-03-06,51,1292,452,101.0,0.95,0,3,1,10,False,82.0,77.0,294.0,303.0,70.0,361.2857142857143,False,False,False,True,False
2023-03-06,69,765,224,101.0,0.95,0,3,1,10,False,51.0,65.0,452.0,478.0,70.57142857142857,325.0,False,False,False,False,True
2023-03-07,68,1277,329,84.49,1.01,0,3,1,10,False,69.0,65.0,224.0,202.0,71.0,343.14285714285717,False,False,False,False,False
