date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,day_of_week,month,year,quarter,is_weekend,usage_cpu_lag_1,usage_cpu_lag_3,usage_cpu_lag_7,usage_cpu_rolling_mean_7d,usage_cpu_rolling_max_7d,usage_cpu_rolling_min_7d,usage_cpu_rolling_mean_30d,usage_cpu_rolling_max_30d,usage_cpu_rolling_min_30d,usage_storage_rolling_mean_7d,usage_storage_rolling_max_7d,usage_storage_rolling_min_7d,usage_storage_rolling_mean_30d,usage_storage_rolling_max_30d,usage_storage_rolling_min_30d,cpu_allocation,storage_allocation,utilization_ratio,storage_efficiency,weather,outages,price_changes
2023-01-22,East US,Storage,96,1418,406,98.84,0.97,1,6,1,2023,1,1,66.0,86.0,78.0,76.0,96.0,54.0,75.93333333333334,97.0,50.0,1184.857142857143,1776.0,582.0,1175.1333333333334,1964.0,504.0,100,2000,0.96,0.709,23.578984141962955,1,1.0726455642098276
2023-01-22,East US,Container,86,1352,265,98.84,0.97,1,6,1,2023,1,1,96.0,59.0,84.0,76.28571428571429,96.0,54.0,75.7,97.0,50.0,1124.2857142857142,1418.0,582.0,1203.4,1964.0,538.0,100,2000,0.86,0.676,15.756927851196693,0,-1.4317392483136475
2023-01-23,East US,VM,83,552,404,85.21,0.93,0,0,1,2023,1,0,86.0,66.0,54.0,80.42857142857143,96.0,59.0,76.8,97.0,52.0,1067.571428571429,1418.0,552.0,1161.9666666666667,1964.0,538.0,100,2000,0.83,0.276,14.240610325122594,0,0.1958760311653582
2023-01-23,East US,Storage,92,542,439,85.21,0.93,0,0,1,2023,1,0,83.0,96.0,87.0,81.14285714285714,96.0,59.0,76.93333333333334,97.0,52.0,963.5714285714286,1418.0,542.0,1139.9333333333334,1964.0,538.0,100,2000,0.92,0.271,14.17817066858589,0,-0.7519791692601564
2023-01-23,East US,Container,60,610,448,85.21,0.93,0,0,1,2023,1,0,92.0,86.0,86.0,77.42857142857143,96.0,59.0,76.56666666666666,97.0,52.0,882.7142857142857,1418.0,542.0,1114.9333333333334,1964.0,538.0,100,2000,0.6,0.305,27.25852005939081,0,-0.7817312986074797
2023-01-24,East US,VM,75,1569,233,95.39,1.11,0,1,1,2023,1,0,60.0,83.0,59.0,79.71428571428571,96.0,60.0,76.4,97.0,52.0,1023.7142857142856,1569.0,542.0,1125.2,1964.0,538.0,100,2000,0.75,0.7845,21.202136951528907,1,-1.7574389823434315
2023-01-24,East US,Storage,98,1601,417,95.39,1.11,0,1,1,2023,1,0,75.0,92.0,66.0,84.28571428571429,98.0,60.0,76.96666666666667,98.0,52.0,1092.0,1601.0,542.0,1136.3,1964.0,538.0,100,2000,0.98,0.8005,26.312126465634805,0,0.8497791564002461
2023-01-24,East US,Container,94,1596,481,95.39,1.11,0,1,1,2023,1,0,98.0,60.0,96.0,84.0,98.0,60.0,77.93333333333334,98.0,52.0,1117.428571428571,1601.0,542.0,1146.4666666666667,1964.0,538.0,100,2000,0.94,0.798,21.64793184309058,0,0.0474200237636289
2023-01-25,East US,VM,63,1198,206,103.44,0.82,0,2,1,2023,1,0,94.0,75.0,86.0,80.71428571428571,98.0,60.0,77.83333333333333,98.0,52.0,1095.428571428571,1601.0,542.0,1166.7666666666669,1964.0,538.0,100,2000,0.63,0.599,12.52926984968022,0,-0.0195026761962893
2023-01-25,East US,Storage,52,1418,437,103.44,0.82,0,2,1,2023,1,0,63.0,98.0,83.0,76.28571428571429,98.0,52.0,76.96666666666667,98.0,52.0,1219.142857142857,1601.0,542.0,1165.0666666666666,1964.0,538.0,100,2000,0.52,0.709,14.023202935056371,1,-0.851280916910176
2023-01-25,East US,Container,92,1797,493,103.44,0.82,0,2,1,2023,1,0,52.0,94.0,92.0,76.28571428571429,98.0,52.0,77.26666666666667,98.0,52.0,1398.428571428571,1797.0,610.0,1204.5,1964.0,538.0,100,2000,0.92,0.8985,20.001094898590857,1,0.2408275304892361
2023-01-26,East US,VM,71,533,310,103.24,0.96,0,3,1,2023,1,0,92.0,63.0,60.0,77.85714285714286,98.0,52.0,76.83333333333333,98.0,52.0,1387.428571428571,1797.0,533.0,1176.5333333333333,1964.0,533.0,100,2000,0.71,0.2665,10.69251394174027,1,-0.1626490817057495
2023-01-26,East US,Storage,57,1892,435,103.24,0.96,0,3,1,2023,1,0,71.0,52.0,75.0,75.28571428571429,98.0,52.0,76.53333333333333,98.0,52.0,1433.571428571429,1892.0,533.0,1220.9,1964.0,533.0,100,2000,0.57,0.946,18.38179402288568,1,-0.1562403526046588
2023-01-26,East US,Container,68,924,300,103.24,0.96,0,3,1,2023,1,0,57.0,92.0,98.0,71.0,94.0,52.0,75.56666666666666,98.0,52.0,1336.857142857143,1892.0,533.0,1210.7666666666669,1964.0,533.0,100,2000,0.68,0.462,24.013188433689717,1,0.4816461252626708
2023-01-27,East US,VM,51,967,419,93.23,1.06,0,4,1,2023,1,0,68.0,71.0,94.0,64.85714285714286,92.0,51.0,75.46666666666667,98.0,51.0,1247.0,1892.0,533.0,1186.8,1964.0,533.0,100,2000,0.51,0.4835,19.9778710551038,1,1.04237660373489
2023-01-27,East US,Storage,60,503,333,93.23,1.06,0,4,1,2023,1,0,51.0,57.0,63.0,64.42857142857143,92.0,51.0,74.86666666666666,98.0,51.0,1147.7142857142858,1892.0,503.0,1179.1,1964.0,503.0,100,2000,0.6,0.2515,28.044941061550183,1,0.1009481768849569
2023-01-27,East US,Container,98,1003,261,93.23,1.06,0,4,1,2023,1,0,60.0,68.0,52.0,71.0,98.0,51.0,74.93333333333334,98.0,51.0,1088.428571428571,1892.0,503.0,1176.3,1964.0,503.0,100,2000,0.98,0.5015,19.71376022247349,1,-0.60447532424589
2023-01-28,East US,VM,59,760,337,110.31,1.09,1,5,1,2023,1,1,98.0,51.0,92.0,66.28571428571429,98.0,51.0,73.96666666666667,98.0,51.0,940.2857142857144,1892.0,503.0,1181.9666666666667,1964.0,503.0,100,2000,0.59,0.38,20.30752077473922,1,0.4061053280573674
2023-01-28,East US,Storage,93,1397,212,110.31,1.09,1,5,1,2023,1,1,59.0,60.0,71.0,69.42857142857143,98.0,51.0,74.56666666666666,98.0,51.0,1063.7142857142858,1892.0,503.0,1210.6,1964.0,503.0,100,2000,0.93,0.6985,28.65076045740917,0,-0.6754727807014281
2023-01-28,East US,Container,89,820,300,110.31,1.09,1,5,1,2023,1,1,93.0,98.0,57.0,74.0,98.0,51.0,75.8,98.0,51.0,910.5714285714286,1397.0,503.0,1215.5333333333333,1964.0,503.0,100,2000,0.89,0.41,16.727951885016825,1,-0.6288063301715566
2023-01-29,East US,VM,68,1902,277,91.61,0.97,1,6,1,2023,1,1,89.0,59.0,68.0,74.0,98.0,51.0,75.76666666666667,98.0,51.0,1050.2857142857142,1902.0,503.0,1213.4666666666667,1938.0,503.0,100,2000,0.68,0.951,23.60049088708531,0,-0.546263288863211
2023-01-29,East US,Storage,75,1073,331,91.61,0.97,1,6,1,2023,1,1,68.0,93.0,51.0,77.42857142857143,98.0,59.0,75.26666666666667,98.0,51.0,1065.428571428571,1902.0,503.0,1188.3,1938.0,503.0,100,2000,0.75,0.5365,16.135733163644634,1,0.7616937878247496
2023-01-29,East US,Container,74,1565,288,91.61,0.97,1,6,1,2023,1,1,75.0,89.0,60.0,79.42857142857143,98.0,59.0,75.6,98.0,51.0,1217.142857142857,1902.0,760.0,1175.8666666666666,1902.0,503.0,100,2000,0.74,0.7825,15.195270330980597,1,0.1105842127701753
2023-01-30,East US,VM,76,919,356,103.31,1.1,0,0,1,2023,1,0,74.0,68.0,98.0,76.28571428571429,93.0,59.0,75.53333333333333,98.0,51.0,1205.142857142857,1902.0,760.0,1159.5666666666666,1902.0,503.0,100,2000,0.76,0.4595,19.337041853383404,1,-0.7794088059623798
2023-01-30,East US,Storage,87,1964,296,103.31,1.1,0,0,1,2023,1,0,76.0,75.0,59.0,80.28571428571429,93.0,68.0,75.63333333333334,98.0,51.0,1377.142857142857,1964.0,820.0,1165.8333333333333,1964.0,503.0,100,2000,0.87,0.982,15.153728174133896,0,0.1732052773226755
2023-01-30,East US,Container,86,1934,488,103.31,1.1,0,0,1,2023,1,0,87.0,74.0,93.0,79.28571428571429,89.0,68.0,76.7,98.0,51.0,1453.857142857143,1964.0,820.0,1198.6666666666667,1964.0,503.0,100,2000,0.86,0.967,28.158285460448116,1,0.8042430945305338
2023-01-31,East US,VM,92,1806,268,95.21,0.98,0,1,1,2023,1,0,86.0,76.0,89.0,79.71428571428571,92.0,68.0,76.86666666666666,98.0,51.0,1594.7142857142858,1964.0,919.0,1216.5333333333333,1964.0,503.0,100,2000,0.92,0.903,16.649918612148923,1,0.7416128063269609
2023-01-31,East US,Storage,69,510,453,95.21,0.98,0,1,1,2023,1,0,92.0,87.0,68.0,79.85714285714286,92.0,69.0,76.3,98.0,51.0,1395.857142857143,1964.0,510.0,1194.3333333333333,1964.0,503.0,100,2000,0.69,0.255,23.94898620075473,0,-1.544885333153156
2023-01-31,East US,Container,59,1371,237,95.21,0.98,0,1,1,2023,1,0,69.0,86.0,75.0,77.57142857142857,92.0,59.0,76.3,98.0,51.0,1438.428571428571,1964.0,510.0,1220.6333333333334,1964.0,503.0,100,2000,0.59,0.6855,15.228574095781422,1,-0.140123063606072
2023-02-01,East US,VM,78,1985,495,88.94,0.88,0,2,2,2023,1,0,59.0,92.0,74.0,78.14285714285714,92.0,59.0,76.7,98.0,51.0,1498.428571428571,1985.0,510.0,1249.3666666666666,1985.0,503.0,100,2000,0.78,0.9925,20.56043072035773,1,0.3962401167949512
2023-02-01,East US,Storage,90,1278,456,88.94,0.88,0,2,2,2023,1,0,78.0,69.0,76.0,80.14285714285714,92.0,59.0,76.5,98.0,51.0,1549.7142857142858,1985.0,510.0,1244.7,1985.0,503.0,100,2000,0.9,0.639,26.42005265075614,1,1.3533295797477902
2023-02-01,East US,Container,95,1928,309,88.94,0.88,0,2,2,2023,1,0,90.0,59.0,87.0,81.28571428571429,95.0,59.0,76.8,98.0,51.0,1544.571428571429,1985.0,510.0,1263.9,1985.0,503.0,100,2000,0.95,0.964,19.31986135602528,0,1.577792922811151
2023-02-02,East US,VM,78,562,349,108.13,1.14,0,3,2,2023,1,0,95.0,78.0,86.0,80.14285714285714,95.0,59.0,76.63333333333334,98.0,51.0,1348.571428571429,1985.0,510.0,1264.2333333333331,1985.0,503.0,100,2000,0.78,0.281,19.351980467121493,0,0.6972820940327962
2023-02-02,East US,Storage,75,655,248,108.13,1.14,0,3,2,2023,1,0,78.0,90.0,92.0,77.71428571428571,95.0,59.0,76.06666666666666,98.0,51.0,1184.142857142857,1985.0,510.0,1268.0,1985.0,503.0,100,2000,0.75,0.3275,14.17461428564014,1,0.6634175784185824
2023-02-02,East US,Container,56,1348,283,108.13,1.14,0,3,2,2023,1,0,75.0,95.0,69.0,75.85714285714286,95.0,56.0,75.93333333333334,98.0,51.0,1303.857142857143,1985.0,562.0,1292.6,1985.0,503.0,100,2000,0.56,0.674,15.8782284552857,0,-1.4804320053311588
2023-02-03,East US,VM,77,1636,313,99.28,1.1,0,4,2,2023,1,0,56.0,78.0,59.0,78.42857142857143,95.0,56.0,76.0,98.0,51.0,1341.7142857142858,1985.0,562.0,1294.8333333333333,1985.0,503.0,100,2000,0.77,0.818,16.88413841938422,1,-1.0348289352940014
2023-02-03,East US,Storage,79,1446,331,99.28,1.1,0,4,2,2023,1,0,77.0,75.0,78.0,78.57142857142857,95.0,56.0,75.36666666666666,98.0,51.0,1264.7142857142858,1928.0,562.0,1289.6666666666667,1985.0,503.0,100,2000,0.79,0.723,24.618920892771563,1,0.2873645521421596
2023-02-03,East US,Container,50,1787,254,99.28,1.1,0,4,2,2023,1,0,79.0,56.0,90.0,72.85714285714286,95.0,50.0,73.9,98.0,50.0,1337.428571428571,1928.0,562.0,1296.0333333333333,1985.0,503.0,100,2000,0.5,0.8935,17.780786653287038,1,0.8574768214041997
2023-02-04,East US,VM,63,1811,319,103.62,0.94,1,5,2,2023,1,1,50.0,77.0,95.0,68.28571428571429,79.0,50.0,73.9,98.0,50.0,1320.7142857142858,1811.0,562.0,1316.4666666666667,1985.0,503.0,100,2000,0.63,0.9055,10.898452890971182,0,0.4806841967021186
2023-02-04,East US,Storage,95,990,364,103.62,0.94,1,5,2,2023,1,1,63.0,79.0,78.0,70.71428571428571,95.0,50.0,75.33333333333333,98.0,50.0,1381.857142857143,1811.0,655.0,1302.2,1985.0,503.0,100,2000,0.95,0.495,18.636119103334977,0,-0.5133479668599176
2023-02-04,East US,Container,70,1409,422,103.62,0.94,1,5,2,2023,1,1,95.0,50.0,75.0,70.0,95.0,50.0,74.6,98.0,50.0,1489.571428571429,1811.0,990.0,1289.2666666666669,1985.0,503.0,100,2000,0.7,0.7045,19.301583609348302,1,-0.5808652100207307
2023-02-05,East US,VM,93,1353,479,103.61,1.15,1,6,2,2023,1,1,70.0,63.0,56.0,75.28571428571429,95.0,50.0,75.33333333333333,98.0,50.0,1490.2857142857142,1811.0,990.0,1316.6,1985.0,503.0,100,2000,0.93,0.6765,22.481008573277578,0,1.3564861626658224
2023-02-05,East US,Storage,66,1213,357,103.61,1.15,1,6,2,2023,1,1,93.0,95.0,77.0,73.71428571428571,95.0,50.0,75.63333333333334,98.0,50.0,1429.857142857143,1811.0,990.0,1293.9666666666667,1985.0,503.0,100,2000,0.66,0.6065,21.303094640856603,0,-0.3912648447391917
2023-02-05,East US,Container,95,627,423,103.61,1.15,1,6,2,2023,1,1,66.0,70.0,79.0,76.0,95.0,50.0,76.53333333333333,98.0,50.0,1312.857142857143,1811.0,627.0,1284.0666666666666,1985.0,503.0,100,2000,0.95,0.3135,26.31273748030039,0,-0.3026771221600927
2023-02-06,East US,VM,87,533,216,99.64,1.16,0,0,2,2023,1,0,95.0,93.0,50.0,81.28571428571429,95.0,63.0,77.73333333333333,98.0,50.0,1133.7142857142858,1811.0,533.0,1269.6,1985.0,503.0,100,2000,0.87,0.2665,16.220282740050006,1,-2.4484868105360604
2023-02-06,East US,Storage,86,1676,275,99.64,1.16,0,0,2,2023,1,0,87.0,66.0,63.0,84.57142857142857,95.0,66.0,78.6,98.0,50.0,1114.428571428571,1676.0,533.0,1308.7,1985.0,510.0,100,2000,0.86,0.838,27.44477482182016,0,-0.6746265408810675
2023-02-06,East US,Container,72,841,226,99.64,1.16,0,0,2,2023,1,0,86.0,95.0,95.0,81.28571428571429,95.0,66.0,77.73333333333333,95.0,50.0,1093.142857142857,1676.0,533.0,1303.3,1985.0,510.0,100,2000,0.72,0.4205,29.403708246128968,1,-0.4018369496559176
2023-02-07,East US,VM,89,1750,297,73.8,1.08,0,1,2,2023,1,0,72.0,87.0,70.0,84.0,95.0,66.0,78.73333333333333,95.0,50.0,1141.857142857143,1750.0,533.0,1336.3,1985.0,510.0,100,2000,0.89,0.875,10.078827123122988,1,0.1441585551070879
2023-02-07,East US,Storage,96,1163,445,73.8,1.08,0,1,2,2023,1,0,89.0,86.0,93.0,84.42857142857143,96.0,66.0,78.83333333333333,96.0,50.0,1114.7142857142858,1750.0,533.0,1328.5,1985.0,510.0,100,2000,0.96,0.5815,19.12132403801937,0,1.5905340254127305
2023-02-07,East US,Container,71,568,488,73.8,1.08,0,1,2,2023,1,0,96.0,72.0,66.0,85.14285714285714,96.0,71.0,78.23333333333333,96.0,50.0,1022.5714285714286,1750.0,533.0,1320.1,1985.0,510.0,100,2000,0.71,0.284,17.348763227553192,1,-0.1803319633815959
2023-02-08,East US,VM,86,1567,216,100.87,0.97,0,2,2,2023,1,0,71.0,89.0,95.0,83.85714285714286,96.0,71.0,78.83333333333333,96.0,50.0,1156.857142857143,1750.0,533.0,1308.9333333333334,1985.0,510.0,100,2000,0.86,0.7835,16.821900212694864,1,-1.0351488467680925
2023-02-08,East US,Storage,59,511,279,100.87,0.97,0,2,2,2023,1,0,86.0,96.0,87.0,79.85714285714286,96.0,59.0,78.3,96.0,50.0,1153.7142857142858,1750.0,511.0,1290.2,1985.0,510.0,100,2000,0.59,0.2555,25.925068438690488,1,-0.9042041225414028
2023-02-08,East US,Container,73,838,463,100.87,0.97,0,2,2,2023,1,0,59.0,71.0,86.0,78.0,96.0,59.0,78.26666666666667,96.0,50.0,1034.0,1750.0,511.0,1265.9666666666667,1985.0,510.0,100,2000,0.73,0.419,21.70731210702555,1,0.1152878920540835
2023-02-09,East US,VM,57,1326,414,100.92,0.8,0,3,2,2023,1,0,73.0,86.0,72.0,75.85714285714286,96.0,57.0,77.63333333333334,96.0,50.0,1103.2857142857142,1750.0,511.0,1279.5333333333333,1985.0,510.0,100,2000,0.57,0.663,28.02870267830633,0,-0.0659571595237143
